大分類カテゴリーコード,大分類カテゴリー,中分類カテゴリーコード,中分類カテゴリー,小分類カテゴリーコード,小分類カテゴリー,販売手数料
100000019,文具,200000147,オフィス用品,320000567,マグネット・マグネットシート,10
100000019,文具,200000147,オフィス用品,320000568,プレゼンテーション用品,10
100000019,文具,200000147,オフィス用品,320000570,製図用品,10
100000019,文具,200000147,オフィス用品,320000571,タスキ・腕章,10
100000019,文具,200000147,オフィス用品,320000572,インク,10
100000019,文具,200000147,オフィス用品,320001528,バインダー,10
100000019,文具,200000147,オフィス用品,320001529,ファイル,10
100000040,ペット,200000148,猫用品,300002817,おもちゃ,9
100000040,ペット,200000148,猫用品,300003278,キャットタワー,9
100000040,ペット,200000148,猫用品,300003279,トイレ用品,9
100000040,ペット,200000148,猫用品,300003400,介護用品,9
100000040,ペット,200000148,猫用品,300003401,その他,9
100000040,ペット,200000148,猫用品,320000679,キャットウェア,9
100000040,ペット,200000148,猫用品,320000680,ケージ,9
100000040,ペット,200000148,猫用品,320000681,ベッド・マット・寝具,9
100000040,ペット,200000148,猫用品,320000682,お出かけ・お散歩グッズ,9
100000040,ペット,200000148,猫用品,320000683,キャリーバッグ・カート,9
100000040,ペット,200000148,猫用品,320000684,首輪・ハーネス,9
100000040,ペット,200000148,猫用品,320000685,しつけ用品,9
100000040,ペット,200000148,猫用品,320000686,オーナーズグッズ,9
100000040,ペット,200000148,猫用品,320001532,サプリメント,9
100000040,ペット,200000148,猫用品,320001533,キャットフード,9
100000020,食品,200000149,スイーツ・お菓子,300000536,洋菓子,10
100000020,食品,200000149,スイーツ・お菓子,300000537,和菓子,10
100000020,食品,200000149,スイーツ・お菓子,300000539,その他,10
100000020,食品,200000149,スイーツ・お菓子,300003183,駄菓子,10
100000020,食品,200000149,スイーツ・お菓子,300003184,中華菓子,10
100000020,食品,200000150,魚介類・海産物,300000540,生鮮・貝類,10
100000020,食品,200000150,魚介類・海産物,300000541,干物・薫製,10
100000020,食品,200000150,魚介類・海産物,300000542,水産物加工品,10
100000020,食品,200000150,魚介類・海産物,300000543,その他,10
100000020,食品,200000150,魚介類・海産物,300003186,カニ,10
100000020,食品,200000150,魚介類・海産物,300003187,明太子,10
100000020,食品,200000150,魚介類・海産物,300003188,のり・海藻類,10
100000055,米・雑穀,200000151,米,300000544,米,10
100000055,米・雑穀,200000151,米,300003419,コシヒカリ,10
100000055,米・雑穀,200000151,米,300003420,あきたこまち,10
100000055,米・雑穀,200000151,米,300003421,つや姫,10
100000055,米・雑穀,200000151,米,300003422,はえぬき,10
100000055,米・雑穀,200000151,米,300003423,ななつぼし,10
100000055,米・雑穀,200000151,米,300003424,ゆめぴりか,10
100000055,米・雑穀,200000151,米,300003425,ミルキークイーン,10
100000055,米・雑穀,200000151,米,300003426,ひとめぼれ,10
100000055,米・雑穀,200000151,米,300003427,ブレンド米,10
100000055,米・雑穀,200000151,米,300003428,その他,10
100000020,食品,200000152,果物,300000548,その他,10
100000020,食品,200000152,果物,300003192,柑橘類,10
100000020,食品,200000152,果物,300003194,トロピカルフルーツ,10
100000020,食品,200000152,果物,300003195,ドライフルーツ,10
100000020,食品,200000152,果物,300003406,ギフトセット,10
100000020,食品,200000152,果物,320001505,桃,10
100000020,食品,200000152,果物,320001506,梨,10
100000020,食品,200000152,果物,320001507,りんご,10
100000020,食品,200000152,果物,320001508,スイカ,10
100000020,食品,200000152,果物,320001509,メロン,10
100000020,食品,200000152,果物,320001510,さくらんぼ,10
100000020,食品,200000152,果物,320001511,ぶどう,10
100000020,食品,200000152,果物,320001512,栗,10
100000020,食品,200000152,果物,320001513,柿,10
100000020,食品,200000152,果物,320001514,マンゴー,10
100000020,食品,200000152,果物,320001515,パイナップル,10
100000020,食品,200000152,果物,320001518,キウイ,10
100000020,食品,200000152,果物,320001519,レモン,10
100000020,食品,200000152,果物,320001520,いちご,10
100000020,食品,200000152,果物,320001521,ベリー,10
100000020,食品,200000153,肉・肉加工品,300000549,牛肉,10
100000020,食品,200000153,肉・肉加工品,300000550,豚肉,10
100000020,食品,200000153,肉・肉加工品,300000551,鶏肉,10
100000020,食品,200000153,肉・肉加工品,300000552,ハム・ソーセージ,10
100000020,食品,200000153,肉・肉加工品,300000553,その他,10
100000020,食品,200000154,ラーメン・麺類,300000554,ラーメン,10
100000020,食品,200000154,ラーメン・麺類,300000555,うどん,10
100000020,食品,200000154,ラーメン・麺類,300000556,そば,10
100000020,食品,200000154,ラーメン・麺類,300000557,パスタ・マカロニ,10
100000020,食品,200000154,ラーメン・麺類,300000558,その他,10
100000020,食品,200000154,ラーメン・麺類,300003224,そうめん,10
100000020,食品,200000154,ラーメン・麺類,300003225,インスタントラーメン,10
100000020,食品,200000154,ラーメン・麺類,300003226,海外インスタント麺,10
100000020,食品,200000154,ラーメン・麺類,300003227,カップ麺,10
100000020,食品,200000155,惣菜・食材・おせち,300000559,和食惣菜,10
100000020,食品,200000155,惣菜・食材・おせち,300000560,洋食惣菜,10
100000020,食品,200000155,惣菜・食材・おせち,300000561,中華惣菜,10
100000020,食品,200000155,惣菜・食材・おせち,300000562,レトルト食品,10
100000020,食品,200000155,惣菜・食材・おせち,300000583,その他,10
100000020,食品,200000155,惣菜・食材・おせち,300003203,冷凍食品,10
100000020,食品,200000155,惣菜・食材・おせち,300003204,レトルトカレー,10
100000020,食品,200000155,惣菜・食材・おせち,300003205,おせち,10
100000020,食品,200000156,野菜・きのこ,300000564,その他,10
100000020,食品,200000156,野菜・きのこ,300003196,いも類,10
100000020,食品,200000156,野菜・きのこ,300003197,ねぎ類,10
100000020,食品,200000156,野菜・きのこ,300003198,豆類,10
100000020,食品,200000156,野菜・きのこ,300003199,根菜類,10
100000020,食品,200000156,野菜・きのこ,300003201,きのこ,10
100000020,食品,200000156,野菜・きのこ,300003202,トマト,10
100000020,食品,200000156,野菜・きのこ,320001516,しょうが,10
100000020,食品,200000156,野菜・きのこ,320001517,にんにく,10
100000020,食品,200000157,漬け物・梅干し,300000565,漬け物,10
100000020,食品,200000157,漬け物・梅干し,300000566,梅干し,10
100000020,食品,200000158,調味料・ソース・油,300000568,その他,10
100000020,食品,200000158,調味料・ソース・油,300003206,砂糖,10
100000020,食品,200000158,調味料・ソース・油,300003207,塩,10
100000020,食品,200000158,調味料・ソース・油,300003208,酢,10
100000020,食品,200000158,調味料・ソース・油,300003210,油,10
100000020,食品,200000158,調味料・ソース・油,300003211,ソース・たれ,10
100000020,食品,200000158,調味料・ソース・油,300003212,ドレッシング,10
100000020,食品,200000158,調味料・ソース・油,300003213,中華調味料,10
100000020,食品,200000158,調味料・ソース・油,300003214,スパイス,10
100000020,食品,200000158,調味料・ソース・油,300003215,ルー・ペースト,10
100000020,食品,200000158,調味料・ソース・油,300003250,味噌,10
100000020,食品,200000158,調味料・ソース・油,320001503,醤油,10
100000020,食品,200000158,調味料・ソース・油,320001504,だし,10
100000020,食品,200000159,缶詰・瓶詰,300000569,缶詰,10
100000020,食品,200000159,缶詰・瓶詰,300003220,瓶詰,10
100000020,食品,200000160,乾物・粉類,300000570,乾物,10
100000020,食品,200000160,乾物・粉類,300003219,粉類,10
100000020,食品,200000161,チーズ・乳製品・卵,300003222,チーズ,10
100000020,食品,200000161,チーズ・乳製品・卵,300003223,ヨーグルト,10
100000020,食品,200000161,チーズ・乳製品・卵,300003349,スキムミルク,10
100000020,食品,200000161,チーズ・乳製品・卵,320001500,マーガリン,10
100000020,食品,200000161,チーズ・乳製品・卵,320001501,バター,10
100000020,食品,200000161,チーズ・乳製品・卵,320001502,クリーム,10
100000020,食品,200000162,韓国食品,300000572,韓国キムチ・漬け物,10
100000020,食品,200000162,韓国食品,300000573,韓国海苔・乾物,10
100000020,食品,200000162,韓国食品,300000574,韓国麺類,10
100000020,食品,200000162,韓国食品,300000575,韓国調味料,10
100000020,食品,200000162,韓国食品,300000576,韓国加工品,10
100000020,食品,200000162,韓国食品,300000577,韓国惣菜,10
100000020,食品,200000162,韓国食品,300000578,韓国スープ,10
100000020,食品,200000162,韓国食品,300000579,韓国スイーツ,10
100000020,食品,200000162,韓国食品,300000580,韓国飲み物,10
100000020,食品,200000162,韓国食品,300000581,韓国茶,10
100000020,食品,200000162,韓国食品,300000582,その他,10
100000021,飲料,200000164,ミネラルウォーター,300000584,国内名水,10
100000021,飲料,200000164,ミネラルウォーター,300000585,その他,10
100000021,飲料,200000164,ミネラルウォーター,320000576,エビアン,10
100000021,飲料,200000164,ミネラルウォーター,320000577,ペリエ,10
100000021,飲料,200000164,ミネラルウォーター,320000578,ボルヴィック,10
100000021,飲料,200000164,ミネラルウォーター,320000579,コントレックス,10
100000021,飲料,200000164,ミネラルウォーター,320000580,クリスタルガイザー,10
100000021,飲料,200000165,お茶飲料,300000586,緑茶,10
100000021,飲料,200000165,お茶飲料,300000587,麦茶,10
100000021,飲料,200000165,お茶飲料,300000588,セット・詰め合わせ,10
100000021,飲料,200000165,お茶飲料,300000589,その他,10
100000021,飲料,200000165,お茶飲料,300000590,紅茶,10
100000021,飲料,200000165,お茶飲料,300000591,中国茶,10
100000021,飲料,200000165,お茶飲料,300000592,ハーブティー,10
100000021,飲料,200000165,お茶飲料,320001603,豆茶,10
100000021,飲料,200000165,お茶飲料,320001604,ほうじ茶,10
100000021,飲料,200000165,お茶飲料,320001605,烏龍茶,10
100000021,飲料,200000169,豆乳・牛乳,300000593,その他,10
100000021,飲料,200000169,豆乳・牛乳,320000582,豆乳,10
100000021,飲料,200000169,豆乳・牛乳,320000583,牛乳,10
100000021,飲料,200000169,豆乳・牛乳,320000584,乳酸飲料,10
100000021,飲料,200000170,スポーツ飲料,300000599,その他,10
100000021,飲料,200000170,スポーツ飲料,300002536,スポーツ飲料,10
100000021,飲料,200000170,スポーツ飲料,320000585,ゼリー飲料,10
100000021,飲料,200000171,トクホ系飲料,300000600,その他,10
100000021,飲料,200000171,トクホ系飲料,320000586,黒烏龍茶,10
100000021,飲料,200000171,トクホ系飲料,320000587,特茶,10
100000021,飲料,200000171,トクホ系飲料,320000588,胡麻麦茶,10
100000021,飲料,200000171,トクホ系飲料,320000589,メッツコーラ,10
100000021,飲料,200000171,トクホ系飲料,320000590,からだすこやか茶,10
100000021,飲料,200000171,トクホ系飲料,320000591,ヘルシア,10
100000021,飲料,200000171,トクホ系飲料,320000592,16茶,10
100000021,飲料,200000171,トクホ系飲料,320000593,爽健美茶,10
100000021,飲料,200000171,トクホ系飲料,320000594,大人のカロリミット,10
100000021,飲料,200000172,コーヒー・ココア,300000601,インスタントコーヒー,10
100000021,飲料,200000172,コーヒー・ココア,300000602,レギュラーコーヒー,10
100000021,飲料,200000172,コーヒー・ココア,300000603,ココア,10
100000021,飲料,200000172,コーヒー・ココア,300000604,セット・詰め合わせ,10
100000021,飲料,200000172,コーヒー・ココア,300000605,その他,10
100000022,お酒,200000173,日本酒,300000606,大吟醸酒,10
100000022,お酒,200000173,日本酒,300000607,吟醸酒,10
100000022,お酒,200000173,日本酒,300000608,純米酒,10
100000022,お酒,200000173,日本酒,300000609,純米大吟醸酒,10
100000022,お酒,200000173,日本酒,300000610,純米吟醸酒,10
100000022,お酒,200000173,日本酒,300000611,特別本醸造酒,10
100000022,お酒,200000173,日本酒,300000612,本醸造酒,10
100000022,お酒,200000173,日本酒,300000613,特別純米酒,10
100000022,お酒,200000173,日本酒,300000614,古酒,10
100000022,お酒,200000173,日本酒,300000615,にごり酒,10
100000022,お酒,200000173,日本酒,300000616,セット,10
100000022,お酒,200000173,日本酒,300000617,関連グッズ,10
100000022,お酒,200000173,日本酒,300000618,その他,10
100000022,お酒,200000174,ビール・発泡酒,300000619,国産ビール,6
100000022,お酒,200000174,ビール・発泡酒,300000620,輸入ビール,6
100000022,お酒,200000174,ビール・発泡酒,300000621,その他,6
100000022,お酒,200000174,ビール・発泡酒,300003293,地ビール,6
100000022,お酒,200000175,焼酎,300000622,麦焼酎,10
100000022,お酒,200000175,焼酎,300000623,芋焼酎,10
100000022,お酒,200000175,焼酎,300000624,米焼酎,10
100000022,お酒,200000175,焼酎,300000625,泡盛,10
100000022,お酒,200000175,焼酎,300000627,その他,10
100000022,お酒,200000175,焼酎,300003296,セット,10
100000022,お酒,200000176,ワイン,300000628,赤ワイン,10
100000022,お酒,200000176,ワイン,300000629,白ワイン,10
100000022,お酒,200000176,ワイン,300000630,ロゼワイン,10
100000022,お酒,200000176,ワイン,300000631,スパークリング・シャンパン,10
100000022,お酒,200000176,ワイン,300003294,セット,10
100000022,お酒,200000177,中国酒・アジア系,300000633,中国酒,10
100000022,お酒,200000177,中国酒・アジア系,300003298,アジア酒,10
100000022,お酒,200000178,梅酒,300003297,梅酒,10
100000022,お酒,200000180,洋酒・リキュール,300000632,洋酒,10
100000022,お酒,200000181,韓国酒・マッコリ,300000626,韓国焼酎,10
100000022,お酒,200000181,韓国酒・マッコリ,300003295,マッコリ,10
100000022,お酒,200000182,その他アルコール,300000634,その他,10
100000035,健康食品・サプリ,200000184,健康飲料,300000635,健康茶,10
100000035,健康食品・サプリ,200000184,健康飲料,300000636,その他,10
100000035,健康食品・サプリ,200000184,健康飲料,300000637,栄養ドリンク,10
100000035,健康食品・サプリ,200000184,健康飲料,300002562,青汁・ケール飲料,10
100000035,健康食品・サプリ,200000184,健康飲料,300002571,特定保健用飲料,10
100000035,健康食品・サプリ,200000184,健康飲料,300002572,健康酢・酢飲料,10
100000035,健康食品・サプリ,200000188,ダイエット食品,300000640,その他,10
100000035,健康食品・サプリ,200000188,ダイエット食品,300002573,ダイエットドリンク,10
100000035,健康食品・サプリ,200000188,ダイエット食品,300002574,ダイエットスイーツ,10
100000035,健康食品・サプリ,200000188,ダイエット食品,300002576,ダイエット茶,10
100000035,健康食品・サプリ,200000188,ダイエット食品,300003230,ダイエットスープ,10
100000026,ホビー・コスプレ,200000213,コレクション,300000697,トレカ・テレカ,10
100000026,ホビー・コスプレ,200000213,コレクション,300000698,フィギュア,10
100000026,ホビー・コスプレ,200000213,コレクション,300000788,キャラクタードール,10
100000026,ホビー・コスプレ,200000213,コレクション,320000604,ソフビ人形,10
100000026,ホビー・コスプレ,200000213,コレクション,320000605,食玩・おまけ,10
100000026,ホビー・コスプレ,200000213,コレクション,320000606,ボトルキャップ,10
100000026,ホビー・コスプレ,200000213,コレクション,320000607,切手,10
100000026,ホビー・コスプレ,200000213,コレクション,320000608,貨幣,10
100000026,ホビー・コスプレ,200000213,コレクション,320000609,インゴット・金棒,10
100000026,ホビー・コスプレ,200000213,コレクション,320000610,雑誌,10
100000026,ホビー・コスプレ,200000213,コレクション,320000611,その他,10
100000026,ホビー・コスプレ,200000214,パーティー・イベント用品,300000700,コスチューム一式,10
100000026,ホビー・コスプレ,200000214,パーティー・イベント用品,300000701,コスプレ・変装・仮装,10
100000026,ホビー・コスプレ,200000214,パーティー・イベント用品,300000702,その他,10
100000026,ホビー・コスプレ,200000214,パーティー・イベント用品,300000789,ハロウィン,10
100000026,ホビー・コスプレ,200000214,パーティー・イベント用品,320000261,ウエディング,10
100000026,ホビー・コスプレ,200000214,パーティー・イベント用品,320000612,クリスマス,10
100000026,ホビー・コスプレ,200000214,パーティー・イベント用品,320000613,お祭り・縁日用品,10
100000026,ホビー・コスプレ,200000214,パーティー・イベント用品,320000614,ひな祭り・こどもの日,10
100000026,ホビー・コスプレ,200000214,パーティー・イベント用品,320000615,販促品,10
100000026,ホビー・コスプレ,200000214,パーティー・イベント用品,320000616,イースター,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,300000703,骨董品・アンティーク,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,320000263,祭事,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,320000617,絵画,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,320000618,彫刻,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,320000619,書,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,320000620,工芸品・民芸品,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,320000621,写真,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,320000622,額縁,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,320000623,ステンドグラス,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,320000624,化石,10
100000026,ホビー・コスプレ,200000215,アート・美術品・骨董品・民芸品,320000625,その他,10
100000027,Qoo10,200000216,Qoo10,300000704,Qoo10,10
100000027,Qoo10,200000216,Qoo10,300002443,Donation,10
100000027,Qoo10,200000216,Qoo10,300002448,Qshopping,10
100000027,Qoo10,200000216,Qoo10,300002452,Auction・Event,10
100000027,Qoo10,200000216,Qoo10,300003252,精算金,10
100000027,Qoo10,200000216,Qoo10,300003253,Callpoint・Qポイント,10
100000027,Qoo10,200000217,Qキャッシュ,300000705,Qキャッシュ,10
100000002,メンズファッション,200000218,ビジネス・フォーマル,300000707,スーツセット,10
100000002,メンズファッション,200000218,ビジネス・フォーマル,300002301,ワイシャツ,10
100000002,メンズファッション,200000218,ビジネス・フォーマル,300002302,パンツ・スラックス,10
100000002,メンズファッション,200000218,ビジネス・フォーマル,300002303,ジャケット・ブレザー,10
100000002,メンズファッション,200000218,ビジネス・フォーマル,300002304,ビジネスコート,10
100000002,メンズファッション,200000218,ビジネス・フォーマル,300002305,フォーマルスーツ,10
100000002,メンズファッション,200000218,ビジネス・フォーマル,300002306,オーダーメイド,10
100000002,メンズファッション,200000218,ビジネス・フォーマル,300002307,ネクタイ,10
100000002,メンズファッション,200000218,ビジネス・フォーマル,300002308,ベルト,10
100000002,メンズファッション,200000218,ビジネス・フォーマル,300002309,その他,10
100000042,シューズ,200000225,ブーツ・ブーティー,300000749,ムートンブーツ,10
100000042,シューズ,200000225,ブーツ・ブーティー,300000750,ニーハイブーツ,10
100000042,シューズ,200000225,ブーツ・ブーティー,300000751,ロングブーツ,10
100000042,シューズ,200000225,ブーツ・ブーティー,300000752,ショート・ミドルブーツ,10
100000042,シューズ,200000225,ブーツ・ブーティー,300000753,ブーティー,10
100000042,シューズ,200000225,ブーツ・ブーティー,300000754,レインブーツ,10
100000042,シューズ,200000225,ブーツ・ブーティー,300002315,ウエスタン・フリンジブーツ,10
100000042,シューズ,200000225,ブーツ・ブーティー,300002316,ワーク・エンジニアブーツ,10
100000042,シューズ,200000225,ブーツ・ブーティー,300002317,レースアップブーツ,10
100000042,シューズ,200000225,ブーツ・ブーティー,300002318,その他 ブーツ・ブーティー,10
100000042,シューズ,200000225,ブーツ・ブーティー,300002325,厚底ブーツ,10
100000042,シューズ,200000226,ローファー・フラット,300000758,フラットシューズ,10
100000042,シューズ,200000226,ローファー・フラット,300002319,ローファー,10
100000042,シューズ,200000226,ローファー・フラット,300002320,その他 ローファー・フラット,10
100000042,シューズ,200000226,ローファー・フラット,300002864,モカシン,10
100000042,シューズ,200000227,シューズアクセサリー,300000759,シークレットインソール,10
100000042,シューズ,200000227,シューズアクセサリー,300000760,靴ケア用品,10
100000042,シューズ,200000227,シューズアクセサリー,300002328,その他 シューズアクセサリー,10
100000028,Qoo10 Event・Lucky Chance,200000228,Qoo10 Event,300000762,Qoo10 Event,10
100000028,Qoo10 Event・Lucky Chance,200000228,Qoo10 Event,300003251,ギフト券,10
100000028,Qoo10 Event・Lucky Chance,200000228,Qoo10 Event,320001179,Fashion,10
100000028,Qoo10 Event・Lucky Chance,200000228,Qoo10 Event,320001180,Beauty,10
100000028,Qoo10 Event・Lucky Chance,200000228,Qoo10 Event,320001181,Digital,10
100000028,Qoo10 Event・Lucky Chance,200000228,Qoo10 Event,320001182,Living,10
100000003,バッグ・雑貨,200000371,帽子,300002172,キャップ,10
100000003,バッグ・雑貨,200000371,帽子,300002173,ニット帽,10
100000003,バッグ・雑貨,200000371,帽子,300002174,ハット,10
100000003,バッグ・雑貨,200000371,帽子,300002175,ハンチング・キャスケット,10
100000003,バッグ・雑貨,200000371,帽子,300002176,耳あて・イヤーマフラー,10
100000003,バッグ・雑貨,200000371,帽子,300002177,その他 帽子,10
100000003,バッグ・雑貨,200000371,帽子,300003091,ベレー帽,10
100000042,シューズ,200000375,スポーツシューズ,300002209,アウトドア,10
100000042,シューズ,200000375,スポーツシューズ,300002327,機能性シューズ,10
100000042,シューズ,200000375,スポーツシューズ,300002329,ウォーキング,10
100000042,シューズ,200000375,スポーツシューズ,300002330,アクアシューズ,10
100000042,シューズ,200000375,スポーツシューズ,300002331,スポーツ,10
100000042,シューズ,200000375,スポーツシューズ,300002332,その他 スポーツシューズ,10
100000003,バッグ・雑貨,200000376,傘・日傘,300002390,折りたたみ傘,10
100000003,バッグ・雑貨,200000376,傘・日傘,300002393,その他 傘・日傘,10
100000003,バッグ・雑貨,200000376,傘・日傘,320001498,日傘,10
100000003,バッグ・雑貨,200000376,傘・日傘,320001499,傘,10
100000025,CD,200000382,BGM・サウンドトラック,300000688,BGM,6
100000025,CD,200000382,BGM・サウンドトラック,320000165,サウンドトラック,6
100000025,CD,200000383,アジア音楽,300000687,アジア音楽,6
100000025,CD,200000384,ヒーリング,300002405,ヒーリング,6
100000025,CD,200000384,ヒーリング,300002406,その他,6
100000025,CD,200000385,カラオケ,300002398,カラオケ,6
100000025,CD,200000386,クラシック,300000682,歌曲・オペラ・バレエ,6
100000025,CD,200000386,クラシック,300000691,古典・バロック・宗教音楽,6
100000025,CD,200000386,クラシック,300002413,交響曲,6
100000025,CD,200000386,クラシック,300002414,管弦楽,6
100000025,CD,200000386,クラシック,300002415,協奏曲,6
100000025,CD,200000386,クラシック,300002416,器楽曲,6
100000025,CD,200000386,クラシック,300002417,室内楽,6
100000025,CD,200000386,クラシック,300002419,その他,6
100000025,CD,200000387,ジャズ・フュージョン,300000683,ジャズ,6
100000025,CD,200000387,ジャズ・フュージョン,300002411,ジャズ・ボーカル,6
100000025,CD,200000387,ジャズ・フュージョン,320000152,フュージョン,6
100000025,CD,200000388,ソウル・R&B,300002409,ソウル,6
100000025,CD,200000388,ソウル・R&B,300002410,R&B,6
100000025,CD,200000390,ファミリー,300000689,アニメ,6
100000025,CD,200000390,ファミリー,300000690,童謡・童話,6
100000025,CD,200000390,ファミリー,300002402,TV幼児番組,6
100000025,CD,200000390,ファミリー,320000162,その他,6
100000025,CD,200000393,ロック・ポップス,300000684,ロック,6
100000025,CD,200000393,ロック・ポップス,320000151,ポップス,6
100000025,CD,200000394,歌謡曲・演歌,300000692,その他,6
100000025,CD,200000394,歌謡曲・演歌,300002394,歌謡曲,6
100000025,CD,200000394,歌謡曲・演歌,320000163,演歌,6
100000025,CD,200000395,学芸・教養,300002403,教材・実用,6
100000025,CD,200000395,学芸・教養,300002404,一般教養,6
100000025,CD,200000396,純邦楽・落語・民謡,300002399,民謡,6
100000025,CD,200000396,純邦楽・落語・民謡,300002400,純邦楽,6
100000025,CD,200000396,純邦楽・落語・民謡,300002401,その他,6
100000025,CD,200000396,純邦楽・落語・民謡,320000164,落語,6
100000025,CD,200000397,J-POP,300000685,J-POP,6
100000030,DVD・Blu-ray,200000398,TVドラマ,300002229,海外ドラマ,6
100000030,DVD・Blu-ray,200000398,TVドラマ,300002230,日本ドラマ,6
100000030,DVD・Blu-ray,200000398,TVドラマ,320000210,中国・台湾,6
100000030,DVD・Blu-ray,200000399,アジア映画,300002228,その他,6
100000030,DVD・Blu-ray,200000399,アジア映画,320000184,中国・台湾,6
100000030,DVD・Blu-ray,200000400,アニメ,300000674,国内アニメ,6
100000030,DVD・Blu-ray,200000400,アニメ,320000185,海外アニメ,6
100000030,DVD・Blu-ray,200000401,カラオケ,300002423,カラオケ,6
100000030,DVD・Blu-ray,200000402,趣味・教養・文化,300000680,教育・教養,6
100000030,DVD・Blu-ray,200000402,趣味・教養・文化,300002236,趣味,6
100000030,DVD・Blu-ray,200000402,趣味・教養・文化,300002435,実用・ハウツー,6
100000030,DVD・Blu-ray,200000402,趣味・教養・文化,300002436,その他,6
100000030,DVD・Blu-ray,200000403,ミュージック,300002428,クラシック,6
100000030,DVD・Blu-ray,200000403,ミュージック,320000206,邦楽,6
100000030,DVD・Blu-ray,200000403,ミュージック,320000207,洋楽,6
100000030,DVD・Blu-ray,200000403,ミュージック,320000208,アジア音楽,6
100000030,DVD・Blu-ray,200000403,ミュージック,320000209,その他,6
100000030,DVD・Blu-ray,200000404,スポーツ,300000677,野球,6
100000030,DVD・Blu-ray,200000404,スポーツ,300002432,ドキュメンタリー,6
100000030,DVD・Blu-ray,200000404,スポーツ,300002433,ハウツー,6
100000030,DVD・Blu-ray,200000404,スポーツ,300002434,その他,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000193,サッカー,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000194,ゴルフ,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000195,バスケットボール,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000196,格闘技,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000197,プロレス,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000198,相撲,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000199,モータースポーツ,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000200,ウィンタースポーツ,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000201,マリンスポーツ,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000202,ギャンブル,6
100000030,DVD・Blu-ray,200000404,スポーツ,320000203,ダンス・バレエ,6
100000030,DVD・Blu-ray,200000405,ファミリー・キッズ,300002232,その他,6
100000030,DVD・Blu-ray,200000405,ファミリー・キッズ,320000186,アニメ,6
100000030,DVD・Blu-ray,200000405,ファミリー・キッズ,320000187,知育・教育,6
100000030,DVD・Blu-ray,200000405,ファミリー・キッズ,320000188,乗り物,6
100000030,DVD・Blu-ray,200000405,ファミリー・キッズ,320000189,動物,6
100000030,DVD・Blu-ray,200000405,ファミリー・キッズ,320000190,ヒーロー・戦隊,6
100000030,DVD・Blu-ray,200000406,邦画,300000675,ドラマ,6
100000030,DVD・Blu-ray,200000406,邦画,300002227,その他,6
100000030,DVD・Blu-ray,200000406,邦画,320000166,アクション・アドベンチャー,6
100000030,DVD・Blu-ray,200000406,邦画,320000167,SF・ファンタジー,6
100000030,DVD・Blu-ray,200000406,邦画,320000168,ラブロマンス,6
100000030,DVD・Blu-ray,200000406,邦画,320000169,ドキュメンタリー,6
100000030,DVD・Blu-ray,200000406,邦画,320000170,コメディー,6
100000030,DVD・Blu-ray,200000406,邦画,320000171,ミステリー・サスペンス,6
100000030,DVD・Blu-ray,200000406,邦画,320000172,ホラー,6
100000030,DVD・Blu-ray,200000406,邦画,320000173,パニック,6
100000030,DVD・Blu-ray,200000406,邦画,320000174,時代劇,6
100000030,DVD・Blu-ray,200000406,邦画,320000175,戦争,6
100000030,DVD・Blu-ray,200000406,邦画,320000176,青春・学園,6
100000030,DVD・Blu-ray,200000406,邦画,320000177,ミュージカル,6
100000030,DVD・Blu-ray,200000408,洋画,300000673,コメディー,6
100000030,DVD・Blu-ray,200000408,洋画,300000676,ドラマ,6
100000030,DVD・Blu-ray,200000408,洋画,300000678,ドキュメンタリー,6
100000030,DVD・Blu-ray,200000408,洋画,300000681,その他,6
100000030,DVD・Blu-ray,200000408,洋画,300002226,アクション・アドベンチャー,6
100000030,DVD・Blu-ray,200000408,洋画,300002429,SF・ファンタジー,6
100000030,DVD・Blu-ray,200000408,洋画,300002430,ミステリー・サスペンス,6
100000030,DVD・Blu-ray,200000408,洋画,300002431,ミュージカル,6
100000030,DVD・Blu-ray,200000408,洋画,320000178,ラブロマンス,6
100000030,DVD・Blu-ray,200000408,洋画,320000179,ホラー,6
